viz_name,pharmacies,neighborhood,average_min_distance,median_min_distance,max_min_distance,x2010_pop,x2010_pop_hisp,x2010_pop_white_non_hisp,x2010_pop_black_non_hisp,x2010_pop_aian_non_hisp,x2010_pop_asian_non_hisp,x2010_pop_nhpi_non_hisp,x2010_pop_other_non_hisp,x2010_pop_two_plus_non_hisp,x2020_pop,x2020_pop_hisp,x2020_pop_white_non_hisp,x2020_pop_black_non_hisp,x2020_pop_aian_non_hisp,x2020_pop_asian_non_hisp,x2020_pop_nhpi_non_hisp,x2020_pop_other_non_hisp,x2020_pop_two_plus_non_hisp,county,change_pop,change_pop_hisp,change_pop_white_non_hisp,change_pop_black_non_hisp,change_pop_aian_non_hisp,change_pop_asian_non_hisp,change_pop_nhpi_non_hisp,change_pop_other_non_hisp,change_pop_two_plus_non_hisp,pct_change_x2020_pop,pct_change_x2020_pop_hisp,pct_change_x2020_pop_white_non_hisp,pct_change_x2020_pop_black_non_hisp,pct_change_x2020_pop_aian_non_hisp,pct_change_x2020_pop_asian_non_hisp,pct_change_x2020_pop_nhpi_non_hisp,pct_change_x2020_pop_other_non_hisp,pct_change_x2020_pop_two_plus_non_hisp,x2010_pop_white_non_hisp_share,x2010_pop_black_non_hisp_share,x2010_pop_hisp_share,x2020_pop_white_non_hisp_share,x2020_pop_black_non_hisp_share,x2020_pop_hisp_share,x2020_majority_neighborhood_type,x2010_majority_neighborhood_type,majority_changed,color_pct_change_x2020_pop,color_pct_change_x2020_pop_hisp,color_pct_change_x2020_pop_white_non_hisp,color_pct_change_x2020_pop_black_non_hisp,color_pct_change_x2020_pop_aian_non_hisp,color_pct_change_x2020_pop_asian_non_hisp,color_pct_change_x2020_pop_nhpi_non_hisp,color_pct_change_x2020_pop_other_non_hisp,color_pct_change_x2020_pop_two_plus_non_hisp,viz_x2020_pop_white_non_hisp,viz_x2020_pop_black_non_hisp,viz_x2020_pop_hisp,viz_x2020_pop
University Of Maryland,0,university of maryland,0.07753324005339722,0.07440020676439808,0.17182361064359533,760,19,336,218,3,151,0,1,32,1004,66,361,369,0,162,2,14,30,baltimore city,245,47,25,151,-3,11,2,13,-2,32.2,243.4,7.5,69.4,-99.2,7,17854.4,1440.4,-6,44,29,3,36,37,7,majority minority,majority minority,no,green,green,green,green,red,green,green,green,red,361,369,66,1004
Uplands,0,uplands,0.29291404559693546,0.38086452930045367,0.4611515922426754,1369,11,68,1268,5,4,0,1,12,1634,33,75,1431,5,20,0,10,60,baltimore city,264,21,7,163,-1,16,-0,9,49,19.3,184,10.4,12.9,-11.1,368,-63.9,1482.6,423.8,5,93,1,5,88,2,majority black,majority black,no,green,green,green,green,red,green,red,green,green,75,1431,33,1634
Upper Fells Point,0,upper fells point,0.24834422511588342,0.2399430305350951,0.44379866807432,3550,677,2287,345,17,147,2,7,69,3649,619,2336,278,4,213,1,16,182,baltimore city,99,-58,50,-68,-12,66,-2,10,113,2.8,-8.5,2.2,-19.6,-73.5,44.7,-75.4,141.8,164.7,64,10,19,64,8,17,majority white,majortiy white,yes,green,red,green,red,red,green,red,green,green,2336,278,619,3649
Upton,0,upton,0.13270542527880672,0.11481129101994558,0.29682092646578123,5081,72,185,4711,13,27,2,4,68,4314,92,224,3790,13,27,5,26,137,baltimore city,-768,20,39,-921,0,0,3,22,69,-15.1,28.3,21.3,-19.6,0.1,0.5,137.3,494.9,101.4,4,93,1,5,88,2,majority black,majority black,no,red,green,green,red,green,green,green,green,green,224,3790,92,4314
Villages Of Homeland,0,villages of homeland,0.11163887942972976,0.11741393829836856,0.21750269999082072,166,5,92,57,0,9,0,0,3,209,16,88,59,0,35,0,1,11,baltimore city,43,11,-4,2,0,27,0,1,8,26,214.8,-4.8,3.1,0,305.6,Inf,1100,247.4,55,34,3,42,28,7,majority minority,majortiy white,yes,green,green,red,green,red,green,green,green,green,88,59,16,209
Violetville,0,violetville,0.22567568579338518,0.23973880288463073,0.5453388995796309,2376,80,1672,521,8,41,1,3,50,2212,145,1155,705,6,65,1,9,127,baltimore city,-164,65,-517,184,-2,24,-1,6,77,-6.9,81.6,-30.9,35.2,-23.1,58.6,-50,200,152.3,70,22,3,52,32,7,majority white,majortiy white,yes,red,green,red,green,red,green,red,green,green,1155,705,145,2212
Wakefield,0,wakefield,0.5495311247740093,0.6058114478415149,0.7114657870502399,916,17,73,806,2,4,0,3,10,824,32,93,654,2,11,0,4,29,baltimore city,-93,14,20,-152,-1,7,0,1,19,-10.1,83.3,26.7,-18.9,-27.3,157.7,NA,21.4,197.4,8,88,2,11,79,4,majority black,majority black,no,red,green,green,red,red,green,NA,green,green,93,654,32,824
Walbrook,0,walbrook,0.2898213707488146,0.2885030438401913,0.5965131801926429,2455,18,30,2377,4,2,1,0,23,2255,24,40,2104,7,4,0,9,67,baltimore city,-200,6,10,-273,3,3,-1,9,44,-8.1,34.5,33.9,-11.5,86.8,146.1,-100,3197.3,189.1,1,97,1,2,93,1,majority black,majority black,no,red,green,green,red,green,green,red,green,green,40,2104,24,2255
Waltherson,0,waltherson,0.2824802690508324,0.29504630980759816,0.4976338440643661,6761,133,2027,4352,21,59,1,19,149,6277,229,1397,4296,20,75,1,45,215,baltimore city,-484,96,-631,-56,-2,15,0,27,66,-7.2,72.6,-31.1,-1.3,-7.9,26,16.2,144.2,44.2,30,64,2,22,68,4,majority black,majority black,no,red,green,red,red,red,green,green,green,green,1397,4296,229,6277
Washington Hill,0,washington hill,0.18868629964092623,0.21327432579167693,0.3125588737974945,2628,302,565,1610,17,93,1,1,39,2278,380,621,1040,9,122,1,16,89,baltimore city,-351,77,56,-570,-7,28,0,15,50,-13.4,25.6,9.9,-35.4,-43.7,30.6,18,1341.5,126.3,21,61,12,27,46,17,majority minority,majority black,yes,red,green,green,red,red,green,green,green,green,621,1040,380,2278
Washington Village/Pigtown,0,washington village/pigtown,0.13977857884917733,0.12040200092611908,0.3739487663100103,1278,46,498,626,4,68,0,5,32,1198,71,358,619,3,75,0,9,61,baltimore city,-81,26,-140,-6,-1,7,0,4,29,-6.3,56.2,-28.1,-1,-21.1,10.7,99,84.7,91.2,39,49,4,30,52,6,majority black,majority minority,yes,red,green,red,red,red,green,green,green,green,358,619,71,1198
Waverly,0,waverly,0.3080082509213567,0.32068162771386055,0.5427888682186957,2209,42,375,1701,6,41,1,4,39,2041,69,442,1392,4,38,1,8,88,baltimore city,-168,26,67,-309,-2,-3,0,4,49,-7.6,62.1,17.7,-18.1,-39.9,-6.7,6.8,111.1,125.8,17,77,2,22,68,3,majority black,majority black,no,red,green,green,red,red,red,green,green,green,442,1392,69,2041
West Arlington,0,west arlington,0.43559330097525206,0.4385736204739037,0.5758685591565567,1631,19,26,1557,6,4,0,2,17,1456,50,40,1313,4,7,1,6,36,baltimore city,-175,30,14,-245,-2,3,1,4,19,-10.7,157.5,52.2,-15.7,-30.5,86.6,Inf,203,116.7,2,95,1,3,90,3,majority black,majority black,no,red,green,green,red,red,green,green,green,green,40,1313,50,1456
West Forest Park,0,west forest park,0.5410253447449864,0.5486508287577487,0.8065881768003933,2137,20,87,1994,3,5,0,4,24,1971,44,76,1755,2,10,0,20,63,baltimore city,-166,24,-11,-239,-1,6,0,17,39,-7.8,123.3,-12.3,-12,-40.6,123.8,NA,462.5,160.2,4,93,1,4,89,2,majority black,majority black,no,red,green,red,red,red,green,NA,green,green,76,1755,44,1971
West Hills,0,west hills,0.48181445165101366,0.5095048108506798,0.678397597778562,1890,22,266,1561,2,12,1,3,24,1799,50,229,1429,3,15,0,9,65,baltimore city,-91,28,-37,-132,1,3,-1,6,41,-4.8,123.2,-13.9,-8.5,62.7,22.8,-96.9,236.3,168.9,14,83,1,13,79,3,majority black,majority black,no,red,green,red,red,green,green,red,green,green,229,1429,50,1799
Westfield,0,westfield,0.3598411452279281,0.39351191892945037,0.6090181061276971,3133,89,1226,1677,15,42,3,2,80,3132,134,935,1856,12,25,1,29,139,baltimore city,-1,46,-292,180,-3,-17,-2,28,60,-0,51.8,-23.8,10.7,-18.4,-41,-59.8,1556.7,74.4,39,54,3,30,59,4,majority black,majority black,no,red,green,red,green,red,red,red,green,green,935,1856,134,3132
Westgate,0,westgate,0.4773935195407466,0.44538384776591844,0.7216846494776024,2382,35,596,1669,6,24,4,5,43,2263,98,512,1514,6,30,1,13,90,baltimore city,-119,63,-84,-156,0,6,-3,8,46,-5,180.4,-14.1,-9.3,7.9,23.8,-75,147.1,107.5,25,70,1,23,67,4,majority black,majority black,no,red,green,red,red,green,green,red,green,green,512,1514,98,2263
Westport,0,westport,0.8014133909819974,0.8978967721572392,1.0369623569439461,1653,23,136,1445,7,7,0,3,31,1394,64,99,1150,6,8,0,12,56,baltimore city,-258,40,-36,-295,-1,1,0,9,25,-15.6,173.3,-26.9,-20.4,-18.1,11.2,58.6,259.3,78.6,8,87,1,7,82,5,majority black,majority black,no,red,green,red,red,red,green,green,green,green,99,1150,64,1394
Wilhelm Park,0,wilhelm park,0.2804839618570276,0.30342245611711627,0.3949489370246439,1243,59,890,217,8,34,1,4,29,1252,185,606,341,2,53,0,12,54,baltimore city,10,125,-284,124,-6,19,-1,7,25,0.8,211.6,-31.9,56.8,-73.9,57.2,-99.6,167.2,87.8,72,17,5,48,27,15,majority minority,majortiy white,yes,green,green,red,green,red,green,red,green,green,606,341,185,1252
Wilson Park,0,wilson park,0.5227241135404475,0.5451551422199922,0.6352876909491395,1105,16,31,1036,1,3,0,1,16,977,18,40,871,1,3,0,7,37,baltimore city,-127,2,9,-164,-0,-0,-0,5,21,-11.5,15.1,30,-15.9,-33.4,-8.6,-100,366.4,130.3,3,94,1,4,89,2,majority black,majority black,no,red,green,green,red,red,red,red,green,green,40,871,18,977
Winchester,0,winchester,0.3204041973361052,0.33910106978993393,0.41222678754208675,1264,10,7,1223,2,1,0,1,19,963,15,11,899,1,1,0,2,34,baltimore city,-301,5,3,-324,-1,-0,0,1,15,-23.8,45.5,46.6,-26.5,-59,-2.1,NA,53,80.6,1,97,1,1,93,2,majority black,majority black,no,red,green,green,red,red,red,NA,green,green,11,899,15,963
Windsor Hills,0,windsor hills,0.4493863006030134,0.4373843273755462,0.6613051524528107,1386,14,38,1313,4,3,0,2,13,1276,25,47,1151,2,9,0,8,34,baltimore city,-110,12,9,-162,-2,6,0,6,21,-7.9,85,24.9,-12.3,-58.8,238.5,Inf,378,160,3,95,1,4,90,2,majority black,majority black,no,red,green,green,red,red,green,green,green,green,47,1151,25,1276
Winston-Govans,0,winston-govans,0.14698675252215088,0.15819710124128308,0.2859003320493311,1268,15,34,1192,6,2,0,2,17,1197,35,39,1079,4,0,0,8,32,baltimore city,-72,20,5,-113,-3,-2,0,6,15,-5.6,135.4,14.3,-9.5,-42.9,-87.5,NA,400,89.1,3,94,1,3,90,3,majority black,majority black,no,red,green,green,red,red,red,NA,green,green,39,1079,35,1197
Woodberry,0,woodberry,0.4935012780357729,0.4825064893361657,0.7718697739885029,1463,57,969,355,10,36,0,1,35,1295,68,880,233,10,41,0,6,57,baltimore city,-168,11,-89,-122,0,5,0,5,22,-11.5,19.3,-9.2,-34.4,0.7,14.1,5941.5,410.8,62.6,66,24,4,68,18,5,majority white,majortiy white,yes,red,green,red,red,green,green,green,green,green,880,233,68,1295
Woodbourne Heights,0,woodbourne heights,0.21010239515248144,0.17130960920724253,0.3222416172507418,1572,25,65,1438,2,10,1,1,30,1463,42,49,1309,3,11,0,8,42,baltimore city,-109,17,-16,-129,1,1,-1,7,12,-7,65.7,-24.4,-9,31.3,5.5,-98.6,674,40.9,4,91,2,3,89,3,majority black,majority black,no,red,green,red,red,green,green,red,green,green,49,1309,42,1463
Woodbourne-Mccabe,0,woodbourne-mccabe,0.12125273955285827,0.13364691343889268,0.2101924958679015,842,10,23,791,4,2,0,1,11,794,23,26,716,2,0,0,5,21,baltimore city,-47,13,3,-75,-2,-1,0,4,10,-5.6,135.4,14.3,-9.5,-42.9,-87.5,NA,400,89.1,3,94,1,3,90,3,majority black,majority black,no,red,green,green,red,red,red,NA,green,green,26,716,23,794
Woodmere,0,woodmere,0.11343843219479612,0.11209605334445066,0.29113882309388844,2004,37,72,1848,4,10,0,2,30,1750,100,73,1500,5,17,1,5,50,baltimore city,-254,63,0,-348,1,7,0,3,20,-12.7,172.2,0.6,-18.8,17.3,65.9,47.4,124.4,67.3,4,92,2,4,86,6,majority black,majority black,no,red,green,green,red,green,green,green,green,green,73,1500,100,1750
Wrenlane,0,wrenlane,0.3989041202259827,0.38466008841841715,0.4627578221490615,340,5,9,319,0,1,0,0,5,301,6,12,268,0,1,0,2,11,baltimore city,-39,1,3,-50,-0,-0,0,2,6,-11.5,15.2,29.7,-15.8,-33.3,-14.3,NA,366.7,130.3,3,94,1,4,89,2,majority black,majority black,no,red,green,green,red,red,red,NA,green,green,12,268,6,301
Wyman Park,0,wyman park,0.21485611128850968,0.2137842425877014,0.3769039683383483,1341,44,1104,97,3,66,0,1,26,1359,57,1023,104,2,109,0,6,59,baltimore city,18,13,-81,7,-2,43,-0,5,33,1.4,30.2,-7.3,6.8,-49.4,64.9,-48.8,407.3,130,82,7,3,75,8,4,majority white,majortiy white,yes,green,green,red,green,red,green,red,green,green,1023,104,57,1359
Wyndhurst,0,wyndhurst,0.7710818158371572,0.7735379595592725,0.8745819463104489,1030,25,823,93,2,67,0,2,19,1012,43,769,110,1,38,0,7,44,baltimore city,-18,18,-54,17,-1,-29,0,5,24,-1.8,74.6,-6.5,18.4,-45.6,-43.1,Inf,270.4,127.5,80,9,2,76,11,4,majority white,majortiy white,yes,red,green,red,green,red,red,green,green,green,769,110,43,1012
Yale Heights,0,yale heights,0.3406805159165592,0.34867585140741897,0.5509382938752525,1947,38,157,1688,7,18,1,7,30,1913,55,112,1657,0,30,0,7,52,baltimore city,-34,16,-45,-31,-7,12,-1,0,22,-1.7,42.5,-28.5,-1.9,-99.6,66.7,-99.8,0.5,73.9,8,87,2,6,87,3,majority black,majority black,no,red,green,red,red,red,green,red,green,green,112,1657,55,1913
York-Homeland,0,york-homeland,0.05870696914918428,0.05870696914918428,0.11741393829836856,127,4,66,49,0,6,0,0,2,158,11,63,49,0,25,0,1,8,baltimore city,30,8,-3,1,-0,19,0,1,6,23.9,212.6,-4.7,1.1,-18,304.6,Inf,996.6,239.8,52,38,3,40,31,7,majority minority,majortiy white,yes,green,green,red,green,red,green,green,green,green,63,49,11,158
Total Health Care Pharmacy,4,total health care pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore Medical Systems Inc,3,baltimore medical systems inc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peoples Care Pharmacy,2,peoples care pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The Johns Hopkins Hospital,2,the johns hopkins hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abh Pharmacy & Medical Supplies,1,abh pharmacy & medical supplies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Absolute Care Pharmacy,1,absolute care pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ahf Pharmacy,1,ahf pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alliance Pharmacy Plus,1,alliance pharmacy plus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpha Healthcare Llc,1,alpha healthcare llc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alsbiz Group Inc Premier Care Pharmacy,1,alsbiz group inc premier care pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amend Rx At Northern Pharmacy And Medical Equipment,1,amend rx at northern pharmacy and medical equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascension Rx (#1208),1,ascension rx (#1208),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ascension St Agnes, Ascension St Agnes Hospital",1,"ascension st agnes, ascension st agnes hospital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baltimore City Pharmacy Inc,1,baltimore city pharmacy inc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayview Pharmacy,1,bayview pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Behavioral Pharmacology Research Unit,1,behavioral pharmacology research unit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belair Pharmacy Llc.,1,belair pharmacy llc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belvedere Pharmacy,1,belvedere pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belvedere Pharmacy Llc,1,belvedere pharmacy llc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belvedere Square Pharmacy,1,belvedere square pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breathe4sure Pharmacy Solutions Llc,1,breathe4sure pharmacy solutions llc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campus Pharmacy,1,campus pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capsule Pharmacy,1,capsule pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Care One Pharmacy,1,care one pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Care One Pharmacy Llc,1,care one pharmacy llc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Care One Specialty/Ltc Pharmacy,Llc",1,"care one specialty/ltc pharmacy,llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Care Rx Pharmacy, Inc.",1,"care rx pharmacy, inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carepoint Pharmacy,Llc",1,"carepoint pharmacy,llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central Avenue Pharmacy,1,central avenue pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlesmead Pharmacy,1,charlesmead pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charm City Pharmacy Inc Dba Wellcare Pharmacy,1,charm city pharmacy inc dba wellcare pharmacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
